S!!IC1!12!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RB4_AN4_C1IN-_CN6\!!!!!
S!!IC1!11!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RB5_AN5_VBUSON_C1IN+_CN7\!!!!!
S!PROG0!IC1!17!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RB6_AN6_PGEC2_OCFA\!!!!!
S!PROG1!IC1!18!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RB7_AN7_PGED2\!!!!!
S!CTS!IC1!21!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RB8_AN8__U2CTS_C1OUT\!!!!!
S!!IC1!22!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RB9_AN9_PMA7_C2OUT\!!!!!
S!N02098!IC1!39!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RC12_OSC1_CLKI\!!!!!
S!!IC1!47!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RC13_SOSCI_CN1\!!!!!
S!!IC1!48!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RC14_SOSCO_T1CK_CN0\!!!!!
S!N02102!IC1!40!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RC15_OSC2_CLKO\!!!!!
S!!IC1!46!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RD0_OC1_INT0\!!!!!
S!!IC1!44!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RD10_IC3_PMCS2_PMA15_INT3_SCL1\!!!!!
S!!IC1!45!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RD11_IC4_PMCS1_PMA14_INT4\!!!!!
S!!IC1!49!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RD1_OC2__U1RTS_BCLK1\!!!!!
S!!IC1!50!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RD2_OC3_U1RX\!!!!!
S!!IC1!51!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RD3_OC4_U1TX\!!!!!
S!!IC1!52!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RD4_PMWR_OC5_IC5_CN13\!!!!!
S!!IC1!53!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RD5_PMRD_CN14\!!!!!
S!!IC1!54!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RD6_CN15\!!!!!
S!!IC1!55!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RD7_CN16\!!!!!
S!!IC1!42!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RD8_IC1_RTCC_INT1\!!!!!
S!!IC1!43!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RD9_IC2__U1CTS__INT2_SDA1\!!!!!
S!!IC1!60!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RE0_PMD0\!!!!!
S!!IC1!61!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RE1_PMD1\!!!!!
S!!IC1!62!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RE2_PMD2\!!!!!
S!!IC1!63!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RE3_PMD3\!!!!!
S!!IC1!64!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RE4_PMD4\!!!!!
S!!IC1!1!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RE5_PMD5\!!!!!
S!!IC1!2!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RE6_PMD6\!!!!!
S!!IC1!3!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RE7_PMD7\!!!!!
S!!IC1!58!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RF0\!!!!!
S!SHDN!IC1!59!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RF1\!!!!!
S!!IC1!33!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RF3_USBID\!!!!!
S!URX!IC1!31!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RF4_PMA9_U2RX_SDA2_CN17\!!!!!
S!UTX!IC1!32!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RF5_PMA8_U2TX_SCL2_CN18\!!!!!
S!!IC1!4!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RG6_PMA5_SCK2_CN8\!!!!!
S!!IC1!5!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RG7_PMA4_SDI2_CN9\!!!!!
S!!IC1!6!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RG8_PMA3_SDO2_CN10\!!!!!
S!!IC1!8!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\RG9_PMA2__SS2_CN11\!!!!!
S!VBUS!IC1!34!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\VBUS\!!!!!
S!N02114!IC1!56!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\VCAP_VDDCORE\!!!!!
S!3.3V!IC1!10!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\VDD_10\!!!!!
S!3.3V!IC1!26!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\VDD_26\!!!!!
S!3.3V!IC1!38!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\VDD_38\!!!!!
S!GND!IC1!25!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\VSS_25\!!!!!
S!GND!IC1!41!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\VSS_41\!!!!!
S!GND!IC1!9!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\VSS_9\!!!!!
S!3.3V!IC1!35!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\VUSB\!!!!!
S!RESET!IC1!7!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS202\@\CAPTURE TUTORIAL2\.\PIC32MX440F512H.Normal\(chips)!PIC32MX440F512H_SQFP-S-10X10-64_PIC32MX440F512H!!!F8!\_MCLR\!!!!!
S!!JP1!12!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS489\@\CAPTURE TUTORIAL2\.\XTEND-DIGI-MODEM.Normal\(chips)!XTEND-DIGI-MODEM_XTEND-DIGI-MODEM_XTEND-DIGI-MODEM!!!F7!\12\!!!!!
S!!JP1!13!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS489\@\CAPTURE TUTORIAL2\.\XTEND-DIGI-MODEM.Normal\(chips)!XTEND-DIGI-MODEM_XTEND-DIGI-MODEM_XTEND-DIGI-MODEM!!!F7!\13\!!!!!
S!!JP1!14!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS489\@\CAPTURE TUTORIAL2\.\XTEND-DIGI-MODEM.Normal\(chips)!XTEND-DIGI-MODEM_XTEND-DIGI-MODEM_XTEND-DIGI-MODEM!!!F7!\14\!!!!!
S!!JP1!15!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS489\@\CAPTURE TUTORIAL2\.\XTEND-DIGI-MODEM.Normal\(chips)!XTEND-DIGI-MODEM_XTEND-DIGI-MODEM_XTEND-DIGI-MODEM!!!F7!\15\!!!!!
S!!JP1!16!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS489\@\CAPTURE TUTORIAL2\.\XTEND-DIGI-MODEM.Normal\(chips)!XTEND-DIGI-MODEM_XTEND-DIGI-MODEM_XTEND-DIGI-MODEM!!!F7!\16\!!!!!
S!!JP1!17!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS489\@\CAPTURE TUTORIAL2\.\XTEND-DIGI-MODEM.Normal\(chips)!XTEND-DIGI-MODEM_XTEND-DIGI-MODEM_XTEND-DIGI-MODEM!!!F7!\17\!!!!!
S!!JP1!18!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS489\@\CAPTURE TUTORIAL2\.\XTEND-DIGI-MODEM.Normal\(chips)!XTEND-DIGI-MODEM_XTEND-DIGI-MODEM_XTEND-DIGI-MODEM!!!F7!\18\!!!!!
S!!JP1!19!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS489\@\CAPTURE TUTORIAL2\.\XTEND-DIGI-MODEM.Normal\(chips)!XTEND-DIGI-MODEM_XTEND-DIGI-MODEM_XTEND-DIGI-MODEM!!!F7!\19\!!!!!
S!!JP1!20!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS489\@\CAPTURE TUTORIAL2\.\XTEND-DIGI-MODEM.Normal\(chips)!XTEND-DIGI-MODEM_XTEND-DIGI-MODEM_XTEND-DIGI-MODEM!!!F7!\20\!!!!!
S!N02189!JP1!11!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS489\@\CAPTURE TUTORIAL2\.\XTEND-DIGI-MODEM.Normal\(chips)!XTEND-DIGI-MODEM_XTEND-DIGI-MODEM_XTEND-DIGI-MODEM!!!F7!\CONFIG\!!!!!
S!CTS!JP1!9!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS489\@\CAPTURE TUTORIAL2\.\XTEND-DIGI-MODEM.Normal\(chips)!XTEND-DIGI-MODEM_XTEND-DIGI-MODEM_XTEND-DIGI-MODEM!!!F7!\CTS\!!!!!
S!UTX!JP1!5!@\CAPTURE_TUTORIAL\.\SCHEMATIC1\(sch_1):\INS489\@\CAPTURE TUTORIAL2\.\XTEND-DIGI-MODEM.Normal\(chips)!XTEND-DIGI-MODEM_XTEND-DIGI-MODEM_XTEND-DIGI-MODEM!!!F7!\DI\!!!!!
